F1,F2,F3,F4,F5,X,Y,Z,Gesture
887.0,820.0,814.0,810.0,948.0,-2.51,9.02,3.84,Water_New
888.0,820.0,814.0,810.0,947.0,-2.53,8.94,3.87,Water_New
887.0,820.0,817.0,810.0,949.0,-2.57,8.91,3.87,Water_New
887.0,821.0,820.0,812.0,947.0,-2.6,8.97,3.85,Water_New
886.0,822.0,821.0,812.0,947.0,-2.46,8.98,3.83,Water_New
886.0,822.0,823.0,814.0,947.0,-2.32,9.06,3.85,Water_New
886.0,823.0,824.0,815.0,947.0,-2.51,8.92,3.94,Water_New
886.0,823.0,823.0,812.0,947.0,-2.5,8.96,3.92,Water_New
886.0,822.0,823.0,810.0,947.0,-2.47,8.92,3.94,Water_New
886.0,822.0,821.0,810.0,947.0,-2.44,8.98,3.93,Water_New
885.0,822.0,817.0,810.0,947.0,-2.3,9.06,3.85,Water_New
885.0,822.0,818.0,811.0,946.0,-2.38,9.03,3.82,Water_New
885.0,822.0,819.0,812.0,947.0,-2.4,9.03,3.82,Water_New
885.0,822.0,821.0,812.0,947.0,-2.3,9.03,3.97,Water_New
885.0,822.0,822.0,814.0,947.0,-2.44,8.98,3.9,Water_New
885.0,822.0,821.0,814.0,947.0,-2.32,9.04,3.81,Water_New
885.0,822.0,820.0,813.0,948.0,-2.39,8.91,4.01,Water_New
886.0,821.0,814.0,807.0,946.0,-2.18,9.13,3.81,Water_New
886.0,822.0,815.0,809.0,946.0,-2.21,9.03,3.84,Water_New
886.0,821.0,814.0,807.0,946.0,-2.18,9.13,3.81,Water_New
886.0,822.0,815.0,809.0,946.0,-2.21,9.03,3.84,Water_New
886.0,824.0,817.0,810.0,946.0,-1.78,8.83,3.48,Water_New
885.0,824.0,818.0,810.0,945.0,-2.09,9.07,4.06,Water_New
884.0,824.0,818.0,810.0,945.0,-1.99,9.04,4.15,Water_New
885.0,824.0,818.0,810.0,946.0,-2.05,9.03,4.11,Water_New
885.0,824.0,819.0,812.0,945.0,-2.0,9.0,4.12,Water_New
885.0,824.0,819.0,813.0,945.0,-1.9,9.09,4.06,Water_New
884.0,823.0,819.0,813.0,946.0,-1.47,9.08,4.3,Water_New
884.0,822.0,819.0,813.0,945.0,-2.09,9.13,4.21,Water_New
885.0,823.0,820.0,813.0,945.0,-2.04,9.01,4.3,Water_New
885.0,822.0,820.0,814.0,945.0,-1.92,9.01,4.18,Water_New
884.0,823.0,822.0,814.0,945.0,-1.94,8.98,4.2,Water_New
885.0,822.0,822.0,814.0,946.0,-1.88,8.93,4.32,Water_New
885.0,822.0,822.0,815.0,946.0,-1.86,9.01,4.23,Water_New
885.0,823.0,822.0,815.0,946.0,-1.82,8.98,4.24,Water_New
884.0,822.0,823.0,815.0,945.0,-1.88,8.99,4.2,Water_New
884.0,822.0,823.0,816.0,945.0,-1.92,8.97,4.25,Water_New
