F1,F2,F3,F4,F5,X,Y,Z,Gesture
885.0,822.0,0.0,934.0,807.0,0.66,8.01,6.83,U1
884.0,821.0,0.0,938.0,813.0,0.41,7.87,6.94,U1
883.0,821.0,0.0,937.0,813.0,0.02,8.14,6.83,U1
882.0,822.0,0.0,935.0,811.0,0.39,8.08,6.79,U1
881.0,822.0,0.0,934.0,807.0,0.46,7.98,6.8,U1
877.0,822.0,0.0,932.0,802.0,0.54,8.23,6.64,U1
877.0,822.0,0.0,931.0,803.0,0.7,8.18,6.56,U1
878.0,822.0,0.0,932.0,805.0,0.67,7.97,6.83,U1
880.0,822.0,0.0,934.0,809.0,0.43,7.79,7.09,U1
878.0,822.0,0.0,933.0,810.0,0.14,8.08,6.88,U1
880.0,822.0,0.0,930.0,807.0,0.9,7.74,7.04,U1
912.0,821.0,0.0,930.0,807.0,-0.7,8.34,6.14,U1
828.0,821.0,0.0,916.0,789.0,-0.38,9.37,4.63,U1
909.0,821.0,0.0,928.0,802.0,-0.83,8.86,5.16,U1
912.0,821.0,0.0,930.0,807.0,-0.7,8.34,6.14,U1
870.0,818.0,0.0,934.0,779.0,0.12,8.25,5.57,U1
866.0,818.0,0.0,931.0,795.0,-0.05,8.32,6.31,U1
877.0,817.0,0.0,931.0,802.0,-0.04,8.56,5.97,U1
888.0,817.0,0.0,932.0,804.0,-0.06,8.36,6.28,U1
891.0,818.0,0.0,936.0,805.0,-0.03,8.34,6.38,U1
896.0,818.0,0.0,937.0,805.0,0.53,8.19,6.49,U1
890.0,818.0,0.0,934.0,807.0,0.24,8.12,6.68,U1
886.0,818.0,0.0,933.0,809.0,0.51,8.17,6.61,U1
883.0,818.0,0.0,933.0,814.0,0.49,8.1,6.61,U1
883.0,818.0,0.0,933.0,814.0,0.2,8.26,6.56,U1
886.0,818.0,0.0,934.0,813.0,0.24,8.17,6.68,U1
892.0,818.0,0.0,936.0,809.0,0.9,8.05,6.73,U1
894.0,818.0,0.0,938.0,810.0,0.34,8.06,6.95,U1
893.0,818.0,0.0,935.0,811.0,0.6,8.16,6.6,U1
890.0,817.0,0.0,935.0,813.0,0.79,8.16,6.5,U1
890.0,817.0,0.0,935.0,815.0,0.46,8.46,6.42,U1
