F1,F2,F3,F4,F5,X,Y,Z,Gesture
846.0,902.0,919.0,921.0,884.0,3.34,9.27,-1.4,Dale
847.0,902.0,919.0,921.0,884.0,4.79,8.49,-0.4,Dale
848.0,900.0,919.0,921.0,884.0,5.17,8.96,-0.95,Dale
849.0,900.0,918.0,920.0,885.0,3.46,9.57,-1.5,Dale
854.0,919.0,931.0,928.0,888.0,2.76,9.35,-1.11,Dale
850.0,921.0,940.0,932.0,892.0,0.1,0.0,-1.23,Dale
854.0,924.0,940.0,933.0,895.0,-41.68,-77.23,28.19,Dale
865.0,921.0,936.0,931.0,895.0,7.98,5.77,2.46,Dale
863.0,917.0,933.0,930.0,892.0,3.8,9.44,0.22,Dale
868.0,912.0,928.0,928.0,893.0,0.14,0.14,-134.84,Dale
867.0,912.0,928.0,927.0,893.0,0.0,38.69,-1.23,Dale
866.0,911.0,927.0,926.0,889.0,8.66,2.48,5.55,Dale
866.0,911.0,927.0,927.0,889.0,3.03,9.61,0.9,Dale
865.0,911.0,926.0,926.0,889.0,3.28,9.59,0.13,Dale
816.0,909.0,911.0,904.0,871.0,6.4,7.75,-0.15,Dale
831.0,910.0,912.0,905.0,870.0,1.38,9.32,3.98,Dale
845.0,906.0,916.0,918.0,876.0,1.61,8.92,1.04,Dale
844.0,905.0,916.0,916.0,892.0,2.45,9.65,0.77,Dale
859.0,904.0,912.0,915.0,877.0,-1.58,10.96,0.85,Dale
858.0,903.0,915.0,913.0,878.0,1.47,9.7,2.71,Dale
858.0,906.0,921.0,914.0,877.0,3.18,8.9,4.06,Dale
862.0,906.0,922.0,912.0,878.0,2.94,8.93,4.02,Dale
859.0,904.0,920.0,911.0,877.0,3.93,8.42,4.46,Dale
860.0,903.0,919.0,910.0,878.0,1.36,9.86,3.92,Dale
860.0,901.0,915.0,910.0,877.0,-0.85,10.63,3.71,Dale
868.0,901.0,915.0,909.0,876.0,1.88,9.08,5.32,Dale
863.0,900.0,914.0,909.0,876.0,5.19,7.44,5.74,Dale
862.0,900.0,915.0,908.0,877.0,5.19,7.17,6.2,Dale
867.0,899.0,915.0,908.0,876.0,4.12,7.72,6.52,Dale
862.0,900.0,916.0,907.0,876.0,8.18,4.46,6.48,Dale
857.0,900.0,916.0,908.0,876.0,5.42,6.59,6.37,Dale
855.0,899.0,916.0,907.0,875.0,7.24,5.88,5.6,Dale
868.0,898.0,914.0,908.0,876.0,5.6,7.48,6.05,Dale
867.0,898.0,915.0,907.0,877.0,3.06,7.78,5.52,Dale
