F1,F2,F3,F4,F5,X,Y,Z,Gesture
805.0,810.0,0.0,799.0,879.0,0.62,9.07,4.86,Mom
802.0,811.0,0.0,799.0,879.0,2.64,9.15,3.95,Mom
805.0,813.0,0.0,799.0,878.0,1.63,9.06,4.72,Mom
804.0,813.0,0.0,799.0,878.0,0.72,8.97,5.09,Mom
803.0,813.0,0.0,799.0,878.0,3.26,9.3,3.64,Mom
804.0,814.0,0.0,799.0,878.0,0.73,8.87,5.3,Mom
802.0,815.0,0.0,800.0,878.0,2.36,9.09,4.27,Mom
801.0,816.0,0.0,800.0,878.0,1.52,9.07,4.62,Mom
804.0,816.0,0.0,800.0,877.0,1.38,9.06,4.57,Mom
803.0,816.0,0.0,801.0,878.0,2.69,9.36,3.28,Mom
804.0,816.0,0.0,802.0,878.0,1.59,9.12,4.42,Mom
806.0,817.0,0.0,802.0,878.0,2.39,9.12,4.03,Mom
806.0,818.0,0.0,798.0,879.0,0.67,8.72,4.47,Mom
804.0,816.0,0.0,798.0,879.0,3.15,9.43,3.0,Mom
807.0,817.0,0.0,798.0,879.0,0.61,9.06,4.74,Mom
809.0,816.0,0.0,798.0,879.0,2.16,9.23,3.64,Mom
810.0,816.0,0.0,798.0,879.0,0.32,8.97,5.0,Mom
807.0,816.0,0.0,799.0,879.0,2.85,9.38,3.36,Mom
820.0,816.0,0.0,798.0,880.0,1.39,9.15,4.4,Mom
811.0,813.0,0.0,799.0,880.0,2.3,9.19,4.15,Mom
807.0,813.0,0.0,800.0,880.0,2.95,9.41,3.51,Mom
806.0,813.0,0.0,799.0,880.0,1.54,8.87,4.83,Mom
806.0,813.0,0.0,800.0,879.0,1.95,9.22,4.3,Mom
808.0,813.0,0.0,804.0,879.0,2.72,9.37,3.25,Mom
813.0,810.0,0.0,801.0,880.0,1.63,8.76,4.82,Mom
805.0,805.0,0.0,791.0,886.0,2.41,9.31,3.66,Mom
804.0,805.0,0.0,789.0,882.0,1.84,8.97,4.51,Mom
804.0,808.0,0.0,797.0,881.0,2.9,9.57,3.15,Mom
805.0,809.0,0.0,797.0,881.0,2.21,9.31,3.81,Mom
806.0,811.0,0.0,798.0,881.0,2.87,9.39,3.29,Mom
806.0,812.0,0.0,797.0,881.0,1.4,8.79,4.87,Mom
806.0,811.0,0.0,798.0,881.0,2.43,9.21,3.7,Mom
