F1,F2,F3,F4,F5,X,Y,Z,Gesture
918.0,914.0,828.0,795.0,879.0,1.8,9.65,1.55,F_New
918.0,914.0,828.0,795.0,879.0,1.82,9.67,1.46,F_New
918.0,914.0,827.0,795.0,879.0,2.08,9.69,1.46,F_New
917.0,914.0,828.0,795.0,879.0,1.92,9.75,1.33,F_New
917.0,914.0,828.0,795.0,879.0,1.77,9.68,1.82,F_New
917.0,913.0,829.0,795.0,879.0,1.9,9.61,2.03,F_New
918.0,913.0,831.0,795.0,879.0,1.85,9.65,1.94,F_New
917.0,913.0,830.0,795.0,879.0,1.84,9.63,2.04,F_New
917.0,915.0,829.0,796.0,880.0,1.78,9.69,2.03,F_New
916.0,916.0,825.0,795.0,879.0,1.79,9.6,2.34,F_New
917.0,915.0,826.0,797.0,880.0,1.79,9.56,2.33,F_New
916.0,914.0,828.0,797.0,880.0,1.89,9.56,2.17,F_New
917.0,915.0,822.0,794.0,879.0,1.87,9.6,2.13,F_New
913.0,909.0,838.0,815.0,883.0,2.17,9.02,2.86,F_New
913.0,909.0,838.0,815.0,883.0,2.15,9.43,3.0,F_New
913.0,908.0,839.0,815.0,883.0,2.36,9.31,3.09,F_New
913.0,909.0,838.0,814.0,884.0,2.21,9.51,2.62,F_New
913.0,909.0,838.0,813.0,883.0,1.76,9.57,2.8,F_New
912.0,909.0,838.0,813.0,883.0,1.77,9.6,2.68,F_New
913.0,908.0,838.0,813.0,883.0,1.85,9.52,2.78,F_New
913.0,908.0,838.0,813.0,882.0,1.76,9.6,2.6,F_New
912.0,908.0,838.0,813.0,882.0,1.91,9.57,2.62,F_New
912.0,908.0,838.0,813.0,882.0,1.55,9.58,2.69,F_New
912.0,908.0,838.0,812.0,883.0,1.69,9.62,2.55,F_New
913.0,908.0,838.0,812.0,882.0,1.71,9.54,2.82,F_New
913.0,908.0,838.0,812.0,882.0,1.63,9.61,2.57,F_New
912.0,908.0,839.0,812.0,882.0,1.7,9.54,2.75,F_New
912.0,908.0,839.0,813.0,882.0,1.59,9.63,2.56,F_New
912.0,908.0,839.0,812.0,882.0,1.72,9.58,2.57,F_New
912.0,908.0,839.0,812.0,882.0,1.73,9.62,2.5,F_New
913.0,908.0,839.0,812.0,882.0,1.55,9.57,2.6,F_New
912.0,908.0,840.0,812.0,882.0,1.6,9.61,2.49,F_New
912.0,909.0,839.0,812.0,882.0,1.53,9.55,2.74,F_New
