F1,F2,F3,F4,F5,X,Y,Z,Gesture
791.0,886.0,951.0,908.0,877.0,2.27,9.57,1.62, Dale_New
791.0,886.0,951.0,908.0,877.0,2.44,9.55,1.94, Dale_New
791.0,886.0,952.0,908.0,877.0,3.04,9.43,1.15, Dale_New
792.0,886.0,952.0,908.0,877.0,2.77,9.45,1.48, Dale_New
792.0,886.0,952.0,908.0,877.0,2.52,9.54,1.5, Dale_New
793.0,887.0,951.0,908.0,877.0,2.62,9.45,1.4, Dale_New
793.0,887.0,950.0,908.0,877.0,2.54,9.54,1.4, Dale_New
792.0,887.0,950.0,908.0,877.0,2.35,9.61,1.58, Dale_New
792.0,887.0,950.0,908.0,877.0,2.36,9.61,1.54, Dale_New
792.0,888.0,953.0,911.0,877.0,2.49,9.64,1.53, Dale_New
791.0,888.0,952.0,910.0,877.0,2.32,9.59,1.71, Dale_New
792.0,888.0,952.0,909.0,877.0,2.32,9.53,1.71, Dale_New
791.0,887.0,952.0,909.0,877.0,2.5,9.57,1.74, Dale_New
791.0,887.0,952.0,910.0,877.0,2.36,9.55,1.88, Dale_New
791.0,887.0,951.0,909.0,877.0,2.3,9.57,1.66, Dale_New
791.0,887.0,951.0,909.0,876.0,2.33,9.58,1.65, Dale_New
791.0,887.0,951.0,909.0,876.0,2.33,9.54,1.67, Dale_New
791.0,887.0,951.0,909.0,877.0,2.18,9.61,1.65, Dale_New
792.0,890.0,948.0,905.0,877.0,2.45,9.14,1.21, Dale_New
792.0,891.0,948.0,905.0,877.0,2.34,9.59,1.46, Dale_New
792.0,891.0,948.0,905.0,878.0,2.13,9.62,1.52, Dale_New
792.0,890.0,948.0,905.0,877.0,2.15,9.6,1.68, Dale_New
792.0,890.0,948.0,905.0,877.0,2.07,9.6,1.64, Dale_New
792.0,890.0,947.0,905.0,877.0,2.15,9.62,1.65, Dale_New
792.0,890.0,949.0,905.0,877.0,2.08,9.63,1.77, Dale_New
792.0,891.0,950.0,907.0,877.0,1.85,9.58,1.8, Dale_New
792.0,891.0,952.0,911.0,877.0,2.02,9.67,1.57, Dale_New
792.0,890.0,951.0,909.0,877.0,2.06,9.61,1.96, Dale_New
